report_id,raw_text,incident_type,victim_count,vulnerable_victim,medical_emergency,location_description,severity_hint
ab2adbec-0de7-4cf4-804c-909bb6bdb644,Water has entered the ground floor. one children are trapped.,FLOOD,1,True,False,"H.No. 11, Narang Path, Kumbakonam-272391",HIGH
91cc19be-93e0-4a95-a2bd-45ed20fbeda0,3 people trapped inside a flooded house. One person is pregnant.,FLOOD,3,True,False,"39/46, Krishnamurthy Marg, Bhopal-224710",HIGH
17497158-47ab-4985-8aee-b33ece0559f7,Family of four stranded on rooftop.,FLOOD,4,False,False,"599, Guha Path, Guwahati 801397",HIGH
bd340544-6260-4e38-a24d-e333be5fb88f,Road is completely submerged and vehicle cannot move.,INFRASTRUCTURE,0,False,False,"154, Venkatesh Circle, Thanjavur-475832",MEDIUM
34a8054d-74e9-408d-b145-001725f91cd8,Fire broke out due to short circuit in the flooded basement.,FIRE,0,False,False,"673, Hayer Road, Delhi 847787",MEDIUM
6ecf41c7-b665-4666-a835-4ecf2e4630aa,Elderly patient trapped without access to regular medication.,MEDICAL,0,True,True,"96/829, Dutta Nagar, Jabalpur-087085",HIGH
2e5d29d8-9045-4171-a199-f7508b3797ad,Road is completely submerged and vehicle cannot move.,INFRASTRUCTURE,0,False,False,"H.No. 40, Khanna Zila, Belgaum 668899",MEDIUM
9148cbef-9f71-485c-9f9d-8a4f5718e1b9,Person injured after falling during flooding. Requires immediate medical attention.,MEDICAL,1,False,True,"59/09, Prasad, Kumbakonam-134167",HIGH
aafca787-a2e3-443c-b87b-3f3fca34b277,Road is completely submerged and vehicle cannot move.,INFRASTRUCTURE,0,False,False,"H.No. 50, Bhavsar Street, Vijayawada 435133",MEDIUM
5d7e9aa4-f247-435b-a165-e1bb11b3842d,5 people trapped inside a flooded house. One person is infant.,FLOOD,5,True,False,"39/09, Bose Path, Sirsa 137725",HIGH
bbbf377f-5bb3-49aa-90f8-14d59a247911,Person injured after falling during flooding. Requires immediate medical attention.,MEDICAL,1,False,True,"79/25, Brar Road, Shimla-568032",HIGH
eb3fc7c8-79d8-49d1-a364-5a5a85d66a5f,Person injured after falling during flooding. Requires immediate medical attention.,MEDICAL,1,False,True,"834, Ram Circle, Dhanbad-828914",HIGH
f774df29-64cc-45dc-898b-c46d817ef0f5,Fire broke out due to short circuit in the flooded basement.,FIRE,0,False,False,"742, Gade Marg, Katni 700277",MEDIUM
0c39a589-336c-4343-bcd9-53737fbca052,Fire broke out due to short circuit in the flooded basement.,FIRE,0,False,False,"59/39, Ramachandran Chowk, Vijayawada-728022",MEDIUM
1979955d-7869-434b-b0ff-312516d57ce3,Family of four stranded on rooftop.,FLOOD,4,False,False,"H.No. 311, Dutta Street, Nagaon 713187",HIGH
3b4665c5-1946-4e79-a80a-b90871c9b087,Elderly patient trapped without access to regular medication.,MEDICAL,0,True,True,"18/967, Merchant Circle, Tiruppur-836972",HIGH
630e4c06-6df2-4747-97be-8823ea85972e,2 people trapped inside a flooded house. One person is disabled.,FLOOD,2,True,False,"86, Bajaj Path, Gopalpur-498270",HIGH
ed453cfc-682f-4470-975d-4808eaa05451,Family of three stranded on rooftop.,FLOOD,3,False,False,"05, Contractor Zila, Sambalpur 657469",HIGH
08be8a1d-7a51-4307-86de-1d050dc435f8,Family of two stranded on rooftop.,FLOOD,2,False,False,"H.No. 683, Mital Zila, Jammu 838841",MEDIUM
aafc21d0-1164-46cd-b39c-fbd9da9a8c89,Elderly patient trapped without access to regular medication.,MEDICAL,0,True,True,"679, Agate Path, Indore 567281",HIGH
5809a31e-307b-4b92-9fbf-8c1466716a54,Family of four stranded on rooftop.,FLOOD,4,False,False,"35/51, Suri Circle, Rampur 294982",HIGH
4ebec06d-74ac-40b5-bb78-50a6a0ae89af,3 people trapped inside a flooded house. One person is pregnant.,FLOOD,3,True,False,"94, Ravi Chowk, Thiruvananthapuram-476757",HIGH
5f9f3520-1f1c-45c0-a2fc-13ca0c8070d0,Fire broke out due to short circuit in the flooded basement.,FIRE,0,False,False,"50/794, Tailor Road, Vadodara 292075",MEDIUM
f520e2b6-b0c4-4ce6-9a7b-484686b42c64,Road is completely submerged and vehicle cannot move.,INFRASTRUCTURE,0,False,False,"H.No. 754, Venkatesh Road, Tezpur-327852",MEDIUM
245e4d3e-9834-483c-9333-e161d67f2de2,Water has entered the ground floor. two children are trapped.,FLOOD,2,True,False,"H.No. 40, Mand Road, Mira-Bhayandar 957442",HIGH
1dc55a6a-5747-4485-850d-32050e62ecab,Fire broke out due to short circuit in the flooded basement.,FIRE,0,False,False,"86/167, Bose Street, Guwahati-799305",MEDIUM
f675dbbb-81e1-475c-bc90-d66de143ddee,Fire broke out due to short circuit in the flooded basement.,FIRE,0,False,False,"202, Padmanabhan Path, Belgaum-808061",MEDIUM
87320e7b-d693-4d28-a7f8-6ac372eac216,Person injured after falling during flooding. Requires immediate medical attention.,MEDICAL,1,False,True,"47/879, Muni Path, Guntur 850532",HIGH
9c1063c7-a833-4564-86bb-8020c3f6bb39,Fire broke out due to short circuit in the flooded basement.,FIRE,0,False,False,"H.No. 71, Purohit Chowk, Saharsa-760473",MEDIUM
fd359d18-aae4-4bad-94f4-064c4c1912b3,4 people trapped inside a flooded house. One person is disabled.,FLOOD,4,True,False,"719, Wable Street, Nadiad-253049",HIGH
f979309a-ff0e-4047-b111-e087caf564fa,Water has entered the ground floor. two children are trapped.,FLOOD,2,True,False,"39/820, Zacharia Street, Nagaon 743654",HIGH
ad54e1e7-fba9-41dd-9f7d-38f97c652260,Water has entered the ground floor. five children are trapped.,FLOOD,5,True,False,"H.No. 63, Agate Nagar, Muzaffarpur-767874",HIGH
2122b052-9959-4837-bae6-27c21cc111f0,Family of five stranded on rooftop.,FLOOD,5,False,False,"50, Parikh Ganj, Sambhal 185097",HIGH
72b83e23-67e3-4be0-ac54-cdc6df52831a,Person injured after falling during flooding. Requires immediate medical attention.,MEDICAL,1,False,True,"133, Varty Circle, Silchar 226903",HIGH
86f5a1dc-82aa-47cd-ae5e-895c29a95712,Person injured after falling during flooding. Requires immediate medical attention.,MEDICAL,1,False,True,"85, Salvi Circle, Gurgaon 708191",HIGH
47b06694-f275-4841-a54d-9eea69da6b9c,Elderly patient trapped without access to regular medication.,MEDICAL,0,True,True,"H.No. 14, Kata Circle, Rajahmundry 062222",HIGH
8cb47d62-7fe8-4d22-8a43-7dbdf3f1fda4,Water has entered the ground floor. two children are trapped.,FLOOD,2,True,False,"H.No. 597, Nath, Gangtok 018983",HIGH
6b0bd987-b707-463f-92c0-10a151af93bd,Water has entered the ground floor. one children are trapped.,FLOOD,1,True,False,"H.No. 07, Tiwari Ganj, Singrauli-219745",HIGH
944748cd-25d3-4944-bf56-35e92008c127,Fire broke out due to short circuit in the flooded basement.,FIRE,0,False,False,"53, Narayan Chowk, Siwan-641179",MEDIUM
ee36a2e3-91ef-465f-b533-1784a728a366,Water has entered the ground floor. five children are trapped.,FLOOD,5,True,False,"682, Savant Nagar, Phusro 171773",HIGH
3fc189df-066c-4d09-b7ac-bfe97765cfb2,Person injured after falling during flooding. Requires immediate medical attention.,MEDICAL,1,False,True,"99, More Chowk, Coimbatore 001478",HIGH
8c3283a9-8149-4987-b20a-0cf204c945b2,Fire broke out due to short circuit in the flooded basement.,FIRE,0,False,False,"51/381, Peri Marg, Varanasi 281357",MEDIUM
a9d18f10-af8c-4e07-9d3f-951abe61484b,Family of three stranded on rooftop.,FLOOD,3,False,False,"21/29, Ganesan Nagar, Vasai-Virar 372793",HIGH
780046bd-70f7-4fc8-960e-ed3d83abc2d3,Road is completely submerged and vehicle cannot move.,INFRASTRUCTURE,0,False,False,"33/69, Mammen, Mahbubnagar 577054",MEDIUM
0107955e-28d2-4d71-8af0-baf066449bcd,Road is completely submerged and vehicle cannot move.,INFRASTRUCTURE,0,False,False,"955, Gara Nagar, Kota 499941",MEDIUM
c0ec0a83-d183-4763-b13f-2d0d83aacdd0,Fire broke out due to short circuit in the flooded basement.,FIRE,0,False,False,"80/65, Munshi, Katni 611937",MEDIUM
bc9c4e6a-d673-4b14-964b-02984c31ce5a,Road is completely submerged and vehicle cannot move.,INFRASTRUCTURE,0,False,False,"74/94, Sidhu Nagar, Darbhanga 519090",MEDIUM
8c65f4fd-2212-45ad-8c87-10638d84f18e,Water has entered the ground floor. two children are trapped.,FLOOD,2,True,False,"13/532, Dayal Road, Nagercoil-908855",HIGH
2a0dec50-83db-4176-bc4c-a112b4b1b1b2,2 people trapped inside a flooded house. One person is infant.,FLOOD,2,True,False,"55/21, Chaudhry Road, Nashik-664770",HIGH
f710be13-9246-4ae6-be0e-b775b37d4009,Person injured after falling during flooding. Requires immediate medical attention.,MEDICAL,1,False,True,"607, Bhatia Road, Burhanpur-952701",HIGH
2b7fac00-90d1-4d70-b352-554498ef4a0f,Person injured after falling during flooding. Requires immediate medical attention.,MEDICAL,1,False,True,"34/831, Naik Marg, Rajpur Sonarpur-440518",HIGH
83dc23c6-8225-44c0-8427-0be833cac542,Water has entered the ground floor. three children are trapped.,FLOOD,3,True,False,"00/718, Ganesh Marg, Tezpur-637344",HIGH
587fd424-478f-4ff5-be36-7b9711b47269,Water has entered the ground floor. five children are trapped.,FLOOD,5,True,False,"H.No. 867, Goda Path, Pondicherry 812787",HIGH
5f12bf0b-892a-412e-9fee-1a5dd990dcb5,Road is completely submerged and vehicle cannot move.,INFRASTRUCTURE,0,False,False,"H.No. 860, Kamdar Ganj, Morena-794330",MEDIUM
60f6efdc-3138-47de-a5fa-60a692828d04,Road is completely submerged and vehicle cannot move.,INFRASTRUCTURE,0,False,False,"90/45, Aurora Nagar, Gorakhpur 953525",MEDIUM
78d3eb1e-dff8-484c-ac1d-ec1071117112,Fire broke out due to short circuit in the flooded basement.,FIRE,0,False,False,"676, Chakraborty Path, Korba-168125",MEDIUM
dcce329c-09fd-4fd8-a187-00f5341ea458,Fire broke out due to short circuit in the flooded basement.,FIRE,0,False,False,"53, Varughese, Jamnagar 382454",MEDIUM
c098846d-b626-40c6-b0bd-0c69b8c72f03,Road is completely submerged and vehicle cannot move.,INFRASTRUCTURE,0,False,False,"88/075, Patel Street, Morena-419882",MEDIUM
b82a7fab-5a5b-4716-8cda-39887b0e9a6c,Elderly patient trapped without access to regular medication.,MEDICAL,0,True,True,"H.No. 637, Parmer Chowk, Dhanbad 080454",HIGH
de2f3177-60db-4205-aac6-62ed4f67c136,3 people trapped inside a flooded house. One person is elderly.,FLOOD,3,True,False,"H.No. 998, Uppal Nagar, Ujjain-212553",HIGH
93bc2bb3-b43f-4c1c-94ae-0a5af244e996,1 people trapped inside a flooded house. One person is pregnant.,FLOOD,1,True,False,"854, Varty Nagar, Aizawl-256041",HIGH
a30340c0-6e9e-4aa3-bdbd-41bad3ae0f8b,Fire broke out due to short circuit in the flooded basement.,FIRE,0,False,False,"96/663, Goyal, Agartala-102029",MEDIUM
915600cc-b0b8-4d0f-957f-4e90e345e4c1,Person injured after falling during flooding. Requires immediate medical attention.,MEDICAL,1,False,True,"59/36, Mammen Chowk, Nadiad-437203",HIGH
4fd4a73d-e39c-49ef-b330-db736b0efac4,Elderly patient trapped without access to regular medication.,MEDICAL,0,True,True,"H.No. 29, Kade Road, Erode 243323",HIGH
ec9eacc9-e6ec-4634-9dbe-3d831501d3ad,Road is completely submerged and vehicle cannot move.,INFRASTRUCTURE,0,False,False,"446, Chokshi Chowk, Raiganj-414962",MEDIUM
e0ce57fb-b5a2-4429-9a3a-58ff671d5853,Person injured after falling during flooding. Requires immediate medical attention.,MEDICAL,1,False,True,"H.No. 70, Bhatt Ganj, Berhampore-803174",HIGH
9c526f59-efc5-4309-80cc-5b70f58b6fbc,Elderly patient trapped without access to regular medication.,MEDICAL,0,True,True,"H.No. 037, Khatri, Kirari Suleman Nagar 624411",HIGH
e8acf02a-5bd0-49c0-b54d-199824cc0bdf,3 people trapped inside a flooded house. One person is infant.,FLOOD,3,True,False,"84, Bora Road, Gurgaon 782324",HIGH
efd87c90-4b7e-42bf-a1e5-8832eb2f6797,Family of two stranded on rooftop.,FLOOD,2,False,False,"H.No. 32, Banik Circle, Sri Ganganagar-644700",MEDIUM
8014dec1-9f60-4766-9db0-4dc562d27ed2,Water has entered the ground floor. two children are trapped.,FLOOD,2,True,False,"07/673, Bhagat Chowk, Siwan 297555",HIGH
c4112d7e-10e0-4281-af19-ee4510dcaf82,Elderly patient trapped without access to regular medication.,MEDICAL,0,True,True,"204, Amble Nagar, Surendranagar Dudhrej-248151",HIGH
b9149b3f-08a2-433a-97a0-a7947dfe741c,Water has entered the ground floor. five children are trapped.,FLOOD,5,True,False,"47/51, Nair Path, Ludhiana-605832",HIGH
a20e63f2-02db-4af4-a24a-3e1b7d9ef89d,Person injured after falling during flooding. Requires immediate medical attention.,MEDICAL,1,False,True,"86/63, Bakshi Nagar, Siliguri-699340",HIGH
179442be-c22e-4f9d-9a0c-fd68f316db48,Family of two stranded on rooftop.,FLOOD,2,False,False,"20/862, Dora Path, Sambalpur 147225",MEDIUM
0e038294-5416-43c4-a18f-e588ee93db87,Person injured after falling during flooding. Requires immediate medical attention.,MEDICAL,1,False,True,"15/76, Gara Zila, Sambhal-328770",HIGH
400c0b04-97e2-4099-8bcd-abc63cda5113,Water has entered the ground floor. two children are trapped.,FLOOD,2,True,False,"H.No. 04, Dugal Street, Nashik-978257",HIGH
3d6f4c4d-f284-47d8-868d-d571cede8c7d,Fire broke out due to short circuit in the flooded basement.,FIRE,0,False,False,"47, Hayre Circle, Ambarnath 915484",MEDIUM
0347fad0-58af-49b0-9401-79c65717da8e,Water has entered the ground floor. two children are trapped.,FLOOD,2,True,False,"51, Banerjee Path, Chinsurah 734219",HIGH
ed0106ca-715f-49c7-8deb-8fc9f0d94f5b,Person injured after falling during flooding. Requires immediate medical attention.,MEDICAL,1,False,True,"30/26, Kumar Road, Tiruvottiyur-146361",HIGH
e2ad7595-fc21-4aec-adc1-8e2275a7c33c,4 people trapped inside a flooded house. One person is pregnant.,FLOOD,4,True,False,"H.No. 409, Khosla Circle, Raichur 747717",HIGH
29dd322a-b7fe-4565-8274-706b1bd9cc44,Water has entered the ground floor. two children are trapped.,FLOOD,2,True,False,"26, Goel Circle, Gudivada-826866",HIGH
98f26726-f07a-4c14-af7a-184724fcd392,Water has entered the ground floor. three children are trapped.,FLOOD,3,True,False,"81, Balay Ganj, Dhule-557645",HIGH
e4212408-e617-4832-929e-d70f2a7d6157,Water has entered the ground floor. two children are trapped.,FLOOD,2,True,False,"76/71, Bajaj Circle, Motihari 971939",HIGH
f6a978ea-2bd3-4a77-891d-7ce343fb2f3b,Person injured after falling during flooding. Requires immediate medical attention.,MEDICAL,1,False,True,"H.No. 693, Amble Marg, New Delhi-110217",HIGH
de7cbc90-d938-49d9-ae71-493dcded5fca,Water has entered the ground floor. five children are trapped.,FLOOD,5,True,False,"522, Sangha Zila, Chennai 185557",HIGH
5e6242f1-ca6c-4eab-9c16-fdfa94e712d5,Elderly patient trapped without access to regular medication.,MEDICAL,0,True,True,"355, Deep Chowk, Narasaraopet-069914",HIGH
719b5919-56f3-4732-bd6d-6936070a883a,Fire broke out due to short circuit in the flooded basement.,FIRE,0,False,False,"H.No. 03, Sekhon Marg, Jamshedpur 255512",MEDIUM
016f1ed3-35a4-4ef3-bdbd-1f94ca4889be,Fire broke out due to short circuit in the flooded basement.,FIRE,0,False,False,"H.No. 741, Uppal Road, Sagar-181453",MEDIUM
4813dd2d-9fa4-4e87-8fbe-952ebb450478,Family of three stranded on rooftop.,FLOOD,3,False,False,"H.No. 30, Mukherjee Circle, Buxar-770146",HIGH
58477e37-409e-4dae-9eb5-d398c9f6c6ef,1 people trapped inside a flooded house. One person is pregnant.,FLOOD,1,True,False,"H.No. 805, Dixit Nagar, Rourkela-617996",HIGH
86dffec7-b0cb-4f6f-93cd-3de5b43ed02a,Road is completely submerged and vehicle cannot move.,INFRASTRUCTURE,0,False,False,"24/98, Chauhan Road, Tiruppur-863233",MEDIUM
871c43a1-c6a3-4e8c-ad20-d988f9e47cb4,Water has entered the ground floor. two children are trapped.,FLOOD,2,True,False,"H.No. 789, Kulkarni, Shimoga 913679",HIGH
03329512-eafc-42f8-a684-bc4bf9a80f58,Road is completely submerged and vehicle cannot move.,INFRASTRUCTURE,0,False,False,"59/805, Pau, Durg-356718",MEDIUM
43e12023-ab18-4642-ad7d-144c4abd3d0f,4 people trapped inside a flooded house. One person is elderly.,FLOOD,4,True,False,"08/92, Khatri Marg, Buxar 919531",HIGH
849ef5e4-7d91-4210-a8b4-adc1316ae058,4 people trapped inside a flooded house. One person is disabled.,FLOOD,4,True,False,"35/932, Edwin Nagar, Vijayanagaram-697556",HIGH
b2175720-83e7-4e9b-bc99-9f450673ed70,Elderly patient trapped without access to regular medication.,MEDICAL,0,True,True,"58, Srivastava Path, Delhi-248903",HIGH
ad024682-57e0-41bd-9449-5efd5c8f5a0e,Elderly patient trapped without access to regular medication.,MEDICAL,0,True,True,"72, Aggarwal Zila, Vasai-Virar 596511",HIGH
34751ba2-ef80-4328-9847-bb51407507d4,2 people trapped inside a flooded house. One person is disabled.,FLOOD,2,True,False,"942, Jani Chowk, Munger 646929",HIGH
a1c5ee08-78b6-415a-b5d8-953233eb04d2,Water has entered the ground floor. four children are trapped.,FLOOD,4,True,False,"H.No. 709, Tailor Path, Raipur-009197",HIGH
b0d88ea1-742d-4ece-b231-ee3c86599d81,Fire broke out due to short circuit in the flooded basement.,FIRE,0,False,False,"H.No. 66, Bir Nagar, Mau-869563",MEDIUM
a40908a6-917d-407a-833f-57e45cfbe37a,Water has entered the ground floor. five children are trapped.,FLOOD,5,True,False,"H.No. 42, Acharya Street, Hospet-500744",HIGH
c0c6f352-107a-41d9-a4b5-0a8f0d34bc13,Person injured after falling during flooding. Requires immediate medical attention.,MEDICAL,1,False,True,"H.No. 403, Nigam Chowk, Bhopal 923991",HIGH
d6e91386-7779-4691-ae02-0269f0c50bfc,Family of two stranded on rooftop.,FLOOD,2,False,False,"29/04, Karnik Nagar, Hapur 066432",MEDIUM
78568860-ce3f-4115-b2d7-8df53d1616b8,1 people trapped inside a flooded house. One person is infant.,FLOOD,1,True,False,"140, Cherian Ganj, Baranagar 781843",HIGH
3171e2c4-72c7-44aa-8c6f-d236760ae9f3,Elderly patient trapped without access to regular medication.,MEDICAL,0,True,True,"H.No. 162, Dhar, Mehsana 782244",HIGH
0ef4b246-6b67-49db-879c-a26a6bc950f1,Road is completely submerged and vehicle cannot move.,INFRASTRUCTURE,0,False,False,"10, Sem Path, Darbhanga-269545",MEDIUM
90f9ef12-e9d7-4cf1-9c74-d03fa2db73df,Fire broke out due to short circuit in the flooded basement.,FIRE,0,False,False,"17, Bali Nagar, Khandwa-933724",MEDIUM
a602b9bd-335d-4105-ad58-3c05b0f44cef,Family of one stranded on rooftop.,FLOOD,1,False,False,"71/182, Pal, Bhopal-840749",MEDIUM
1067073e-565f-46fa-a377-4a5f61211c23,Family of four stranded on rooftop.,FLOOD,4,False,False,"75/86, Bava Chowk, Bhiwani 295372",HIGH
165de4e1-a393-48c5-a380-e219475fe427,Family of two stranded on rooftop.,FLOOD,2,False,False,"H.No. 18, Mannan, Rajpur Sonarpur-084493",MEDIUM
7d2261c2-8db8-4b36-9799-14050c85b42b,Elderly patient trapped without access to regular medication.,MEDICAL,0,True,True,"H.No. 258, Swaminathan Street, Pondicherry 431797",HIGH
6a6f081c-033f-4a72-92ee-7e7f44ad1c27,Road is completely submerged and vehicle cannot move.,INFRASTRUCTURE,0,False,False,"605, Mallick Ganj, Malda 229893",MEDIUM
4983b6bc-8165-4cb2-ad1d-2eb90123b32f,Person injured after falling during flooding. Requires immediate medical attention.,MEDICAL,1,False,True,"29/68, Shenoy Nagar, Sangli-Miraj & Kupwad 762850",HIGH
9ceb1bdc-fc07-4912-aa72-35b7cd8eca54,5 people trapped inside a flooded house. One person is infant.,FLOOD,5,True,False,"478, Madan Road, Jalandhar 512811",HIGH
e463a085-1bfe-4043-aad6-1cca8c7da641,Family of one stranded on rooftop.,FLOOD,1,False,False,"H.No. 582, Padmanabhan Chowk, Patna 439545",MEDIUM
99643590-68c5-47eb-8226-195f8ab6e0aa,Family of two stranded on rooftop.,FLOOD,2,False,False,"90, Mani Street, Raichur 123545",MEDIUM
3bd4652d-5d4c-4313-94bd-2336318ef21c,Family of five stranded on rooftop.,FLOOD,5,False,False,"H.No. 193, Saxena Road, Ahmednagar 422460",HIGH
ffd6776c-f590-4bfb-86e3-2d3d162d631f,Family of three stranded on rooftop.,FLOOD,3,False,False,"94, Thaker Road, Kulti 777924",HIGH
4a6f8916-7ffb-4f28-8ad7-ee7d668e3303,Elderly patient trapped without access to regular medication.,MEDICAL,0,True,True,"742, Agate Ganj, Satna-128495",HIGH
44d6278f-a6f3-4f5b-b61e-e2ecbc24c4cf,Person injured after falling during flooding. Requires immediate medical attention.,MEDICAL,1,False,True,"H.No. 224, Dhingra Path, Raipur 634060",HIGH
996a4eee-b423-480f-9e58-6e2c95b5f31b,Fire broke out due to short circuit in the flooded basement.,FIRE,0,False,False,"H.No. 19, Lal Chowk, Chandigarh 166648",MEDIUM
c8fddb30-ccc9-4171-b6a2-92b0f66c0375,Elderly patient trapped without access to regular medication.,MEDICAL,0,True,True,"37/42, Bassi Zila, Latur 860715",HIGH
6fdf58d1-3eb6-4ebf-8f1f-ad0443fbc80c,Person injured after falling during flooding. Requires immediate medical attention.,MEDICAL,1,False,True,"60/42, Gola Ganj, Gangtok 819750",HIGH
03876788-bfd4-4808-87eb-9b2fe1dea4d9,1 people trapped inside a flooded house. One person is infant.,FLOOD,1,True,False,"45/092, Solanki Marg, Gwalior-788390",HIGH
ac2cebbe-f377-4630-bccc-9ece139e7d2c,Person injured after falling during flooding. Requires immediate medical attention.,MEDICAL,1,False,True,"03/449, Wali Nagar, Ulhasnagar 257872",HIGH
0f41a65b-c05b-424b-bda5-3d51b8bdf355,Fire broke out due to short circuit in the flooded basement.,FIRE,0,False,False,"237, Lanka Marg, Aurangabad-632445",MEDIUM
7ed5104a-0ff6-410d-96f9-9920d6e04483,1 people trapped inside a flooded house. One person is disabled.,FLOOD,1,True,False,"H.No. 795, Raghavan Marg, Chittoor 153706",HIGH
2379fbe9-d175-4db0-abd8-b19ebb29e285,3 people trapped inside a flooded house. One person is elderly.,FLOOD,3,True,False,"H.No. 94, Buch Circle, Meerut 891488",HIGH
bb555d35-a3e8-47cb-bf4d-727c6c184e17,Elderly patient trapped without access to regular medication.,MEDICAL,0,True,True,"H.No. 07, Bhatti Path, Khandwa-111019",HIGH
5a4236f7-4c8e-400e-8104-9db7cd790d3f,Fire broke out due to short circuit in the flooded basement.,FIRE,0,False,False,"117, Sampath Nagar, Muzaffarnagar-981983",MEDIUM
f954602b-6980-46b1-9e78-b7f56e704501,2 people trapped inside a flooded house. One person is elderly.,FLOOD,2,True,False,"H.No. 56, Gour Marg, Aurangabad-471412",HIGH
c499a602-b515-4d7c-be96-e7fa4be962b3,Family of one stranded on rooftop.,FLOOD,1,False,False,"19/17, Rajagopalan Ganj, Kavali 059373",MEDIUM
6506d1b4-b0bc-42be-af61-52f659c8fd93,Person injured after falling during flooding. Requires immediate medical attention.,MEDICAL,1,False,True,"55/145, Sama Marg, Mathura 859471",HIGH
68c2681e-9f52-4a3d-8862-0d2e3325f15d,Road is completely submerged and vehicle cannot move.,INFRASTRUCTURE,0,False,False,"H.No. 078, Barad Chowk, Chandigarh 013309",MEDIUM
927d2796-172c-4fa6-9c93-8b3b41951d86,4 people trapped inside a flooded house. One person is disabled.,FLOOD,4,True,False,"94, Loyal Chowk, Tirupati-325192",HIGH
e782a2c3-6fcb-4aae-832e-3aabf934809b,Family of five stranded on rooftop.,FLOOD,5,False,False,"H.No. 88, Bhalla, Vasai-Virar 081574",HIGH
a84f0114-a8c5-48b0-a72d-5931156c2648,Fire broke out due to short circuit in the flooded basement.,FIRE,0,False,False,"H.No. 183, Balan Ganj, Suryapet-386845",MEDIUM
eadac394-be17-49f8-b58f-497e903642fa,Person injured after falling during flooding. Requires immediate medical attention.,MEDICAL,1,False,True,"H.No. 790, Contractor Nagar, Bhopal-785036",HIGH
61483c69-7824-45a7-9dde-93ca109045df,Fire broke out due to short circuit in the flooded basement.,FIRE,0,False,False,"H.No. 634, Kannan Chowk, Bhind 103458",MEDIUM
6c9a9965-ed11-47ab-9a5f-ed0dd4d9b248,Water has entered the ground floor. five children are trapped.,FLOOD,5,True,False,"586, Wable Ganj, Rajpur Sonarpur 728156",HIGH
a5ebe83b-7531-4816-9315-0d058255348c,Person injured after falling during flooding. Requires immediate medical attention.,MEDICAL,1,False,True,"H.No. 585, Andra Chowk, Khora -104986",HIGH
57978d50-e0a0-4129-9a25-ac29ae6e3f1c,Road is completely submerged and vehicle cannot move.,INFRASTRUCTURE,0,False,False,"910, Hari Zila, Pondicherry-562058",MEDIUM
c2ff0f6a-e39d-471f-b839-e4ab80542566,2 people trapped inside a flooded house. One person is pregnant.,FLOOD,2,True,False,"43/90, Chander Zila, Orai-779483",HIGH
6bd60094-4138-42b9-a713-2a928f03f4aa,Water has entered the ground floor. five children are trapped.,FLOOD,5,True,False,"134, Srinivas, Ramgarh-559275",HIGH
d19c4070-dfba-416e-9093-35bc1b2ca3a2,5 people trapped inside a flooded house. One person is pregnant.,FLOOD,5,True,False,"20/340, Wable Circle, Panipat-007214",HIGH
cb230734-afb2-4cca-a5a3-89602ddebcf9,Elderly patient trapped without access to regular medication.,MEDICAL,0,True,True,"185, Pau Ganj, Srinagar 826265",HIGH
fcac000e-45f8-46b3-a509-bffb66f977e0,Person injured after falling during flooding. Requires immediate medical attention.,MEDICAL,1,False,True,"31, Brahmbhatt Ganj, Imphal-032492",HIGH
e7d572da-8c12-4504-93f0-9dfe754a9bab,Person injured after falling during flooding. Requires immediate medical attention.,MEDICAL,1,False,True,"03, Narula, Bhiwandi-264173",HIGH
af7ba756-0b48-4a19-b1ab-7924bafdaf8a,Family of one stranded on rooftop.,FLOOD,1,False,False,"01/214, Malhotra Nagar, Sambalpur 633912",MEDIUM
013ce8c4-95bc-469e-b702-958a8f961416,Family of two stranded on rooftop.,FLOOD,2,False,False,"464, Minhas Nagar, Madanapalle 154165",MEDIUM
0d868bcc-c71c-42b6-a122-94fc973fbc15,Person injured after falling during flooding. Requires immediate medical attention.,MEDICAL,1,False,True,"23, Rajagopal Path, Loni-377162",HIGH
1c3a9eba-177a-46ea-b441-9501c274d9c6,Elderly patient trapped without access to regular medication.,MEDICAL,0,True,True,"52, Sundaram Street, Agartala-347366",HIGH
1801e57a-90c1-46a9-839e-b1655400dd42,Elderly patient trapped without access to regular medication.,MEDICAL,0,True,True,"H.No. 48, Kanda Circle, Jalandhar 360288",HIGH
f465f222-cb21-4745-9681-d8aef09f1b75,4 people trapped inside a flooded house. One person is disabled.,FLOOD,4,True,False,"707, Modi Ganj, Kochi 233397",HIGH
2b67c733-88d9-445a-9c6c-11715850eccd,Road is completely submerged and vehicle cannot move.,INFRASTRUCTURE,0,False,False,"88/961, Majumdar Circle, Nagpur 071009",MEDIUM
8ddad0e6-3111-4117-a88d-f05331354a1f,3 people trapped inside a flooded house. One person is disabled.,FLOOD,3,True,False,"H.No. 62, Doctor Marg, Jhansi 785058",HIGH
d3835c06-1ae4-4e41-8310-c4f0d0f53073,Fire broke out due to short circuit in the flooded basement.,FIRE,0,False,False,"H.No. 627, Vohra, Sambhal-092464",MEDIUM
a758139f-222d-42c5-8b89-82d3750c3611,Elderly patient trapped without access to regular medication.,MEDICAL,0,True,True,"13/432, Kalla Ganj, Dehradun-880762",HIGH
c35587e2-9bc3-4449-aae6-5378f47650f4,1 people trapped inside a flooded house. One person is infant.,FLOOD,1,True,False,"75/647, Sridhar Marg, Pune 523034",HIGH
